db_id,ground_truth_sql,generated_sql,exact_match,execution_match
chinook,SELECT CustomerId FROM Customer WHERE CustomerId NOT IN (SELECT CustomerId FROM Invoice);,"SELECT FirstName, LastName FROM Customer WHERE CustomerId NOT IN (SELECT CustomerId FROM Invoice);",False,True
chinook,SELECT COUNT(*) FROM Genre;,"Database Schema ['CREATE TABLE [Album]\r\n(\r\n    [AlbumId] INTEGER  NOT NULL,\r\n    [Title] NVARCHAR(160)  NOT NULL,\r\n    [ArtistId] INTEGER  NOT NULL,\r\n    CONSTRAINT [PK_Album] PRIMARY KEY  ([AlbumId]),\r\n    FOREIGN KEY ([ArtistId]) REFERENCES [Artist] ([ArtistId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION\r\n)', 'CREATE TABLE [Artist]\r\n(\r\n    [ArtistId] INTEGER  NOT NULL,\r\n    [Name] NVARCHAR(120),\r\n    CONSTRAINT [PK_Artist] PRIMARY KEY  ([ArtistId])\r\n)', 'CREATE TABLE [Customer]\r\n(\r\n    [CustomerId] INTEGER  NOT NULL,\r\n    [FirstName] NVARCHAR(40)  NOT NULL,\r\n    [LastName] NVARCHAR(20)  NOT NULL,\r\n    [Company] NVARCHAR(80),\r\n    [Address] NVARCHAR(70),\r\n    [City] NVARCHAR(40),\r\n    [State] NVARCHAR(40),\r\n    [Country] NVARCHAR(40),\r\n    [PostalCode] NVARCHAR(10),\r\n    [Phone] NVARCHAR(24),\r\n    [Fax] NVARCHAR(24),\r\n    [Email] NVARCHAR(60)  NOT NULL,\r\n    [SupportRepId] INTEGER,\r\n    CONSTRAINT [PK_Customer] PRIMARY KEY  ([CustomerId]),\r\n    FOREIGN KEY ([SupportRepId]) REFERENCES [Employee] ([EmployeeId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION\r\n)', 'CREATE TABLE [Employee]\r\n(\r\n    [EmployeeId] INTEGER  NOT NULL,\r\n    [LastName] NVARCHAR(20)  NOT NULL,\r\n    [FirstName] NVARCHAR(20)  NOT NULL,\r\n    [Title] NVARCHAR(30),\r\n    [ReportsTo] INTEGER,\r\n    [BirthDate] DATETIME,\r\n    [HireDate] DATETIME,\r\n    [Address] NVARCHAR(70),\r\n    [City] NVARCHAR(40),\r\n    [State] NVARCHAR(40),\r\n    [Country] NVARCHAR(40),\r\n    [PostalCode] NVARCHAR(10),\r\n    [Phone] NVARCHAR(24),\r\n    [Fax] NVARCHAR(24),\r\n    [Email] NVARCHAR(60),\r\n    CONSTRAINT [PK_Employee] PRIMARY KEY  ([EmployeeId]),\r\n    FOREIGN KEY ([ReportsTo]) REFERENCES [Employee] ([EmployeeId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION\r\n)', 'CREATE TABLE [Genre]\r\n(\r\n    [GenreId] INTEGER  NOT NULL,\r\n    [Name] NVARCHAR(120),\r\n    CONSTRAINT [PK_Genre] PRIMARY KEY  ([GenreId])\r\n)', 'CREATE TABLE [Invoice]\r\n(\r\n    [InvoiceId] INTEGER  NOT NULL,\r\n    [CustomerId] INTEGER  NOT NULL,\r\n    [InvoiceDate] DATETIME  NOT NULL,\r\n    [BillingAddress] NVARCHAR(70),\r\n    [BillingCity] NVARCHAR(40),\r\n    [BillingState] NVARCHAR(40),\r\n    [BillingCountry] NVARCHAR(40),\r\n    [BillingPostalCode] NVARCHAR(10),\r\n    [Total] NUMERIC(10,2)  NOT NULL,\r\n    CONSTRAINT [PK_Invoice] PRIMARY KEY  ([InvoiceId]),\r\n    FOREIGN KEY ([CustomerId]) REFERENCES [Customer] ([CustomerId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION\r\n)', 'CREATE TABLE [InvoiceLine]\r\n(\r\n    [InvoiceLineId] INTEGER  NOT NULL,\r\n    [InvoiceId] INTEGER  NOT NULL,\r\n    [TrackId] INTEGER  NOT NULL,\r\n    [UnitPrice] NUMERIC(10,2)  NOT NULL,\r\n    [Quantity] INTEGER  NOT NULL,\r\n    CONSTRAINT [PK_InvoiceLine] PRIMARY KEY  ([InvoiceLineId]),\r\n    FOREIGN KEY ([InvoiceId]) REFERENCES [Invoice] ([InvoiceId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION,\r\n    FOREIGN KEY ([TrackId]) REFERENCES [Track] ([TrackId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION\r\n)', 'CREATE TABLE [MediaType]\r\n(\r\n    [MediaTypeId] INTEGER  NOT NULL,\r\n    [Name] NVARCHAR(120),\r\n    CONSTRAINT [PK_MediaType] PRIMARY KEY  ([MediaTypeId])\r\n)', 'CREATE TABLE [Playlist]\r\n(\r\n    [PlaylistId] INTEGER  NOT NULL,\r\n    [Name] NVARCHAR(120),\r\n    CONSTRAINT [PK_Playlist] PRIMARY KEY  ([PlaylistId])\r\n)', 'CREATE TABLE [PlaylistTrack]\r\n(\r\n    [PlaylistId] INTEGER  NOT NULL,\r\n    [TrackId] INTEGER  NOT NULL,\r\n    CONSTRAINT [PK_PlaylistTrack] PRIMARY KEY  ([PlaylistId], [TrackId]),\r\n    FOREIGN KEY ([PlaylistId]) REFERENCES [Playlist] ([PlaylistId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION,\r\n    FOREIGN KEY ([TrackId]) REFERENCES [Track] ([TrackId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION\r\n)', 'CREATE TABLE [Track]\r\n(\r\n    [TrackId] INTEGER  NOT NULL,\r\n    [Name] NVARCHAR(200)  NOT NULL,\r\n    [AlbumId] INTEGER,\r\n    [MediaTypeId] INTEGER  NOT NULL,\r\n    [GenreId] INTEGER,\r\n    [Composer] NVARCHAR(220),\r\n    [Milliseconds] INTEGER  NOT NULL,\r\n    [Bytes] INTEGER,\r\n    [UnitPrice] NUMERIC(10,2)  NOT NULL,\r\n    CONSTRAINT [PK_Track] PRIMARY KEY  ([TrackId]),\r\n    FOREIGN KEY ([AlbumId]) REFERENCES [Album] ([AlbumId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION,\r\n    FOREIGN KEY ([GenreId]) REFERENCES [Genre] ([GenreId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION,\r\n    FOREIGN KEY ([MediaTypeId]) REFERENCES [MediaType] ([MediaTypeId]) \r\n\t\tON DELETE NO ACTION ON UPDATE NO ACTION\r\n)'], ###Context [{'question': 'How many genres have more than 50 tracks?', 'query': 'SELECT COUNT(*) FROM (SELECT GenreId FROM Track GROUP BY GenreId HAVING COUNT(*) > 50);'}, {'question': 'Which genres have more than 100 tracks?', 'query': 'SELECT Genre.Name FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId HAVING COUNT(*) > 100;'}, {'question': 'List all unique genres in the database.', 'query': 'SELECT DISTINCT Name FROM Genre;'}] Based on the provided database schema information, How many different genres are there?
 ### SQL: SELECT COUNT(*) FROM Genre;

 The answer is: The number of genres can be determined by executing the SQL query `SELECT COUNT(*) FROM Genre;`. This query will return the total number of records in the Genre table, which represents the number of different genres in the database.",False,False
chinook,SELECT AVG(Total) FROM Invoice;,SELECT AVG(Total) FROM Invoice;,True,True
chinook,"SELECT FirstName, LastName FROM Employee WHERE ReportsTo = (SELECT EmployeeId FROM Employee WHERE FirstName = 'Steve' AND LastName = 'Johnson');","SELECT e.FirstName, e.LastName FROM Employee e JOIN Employee m ON e.ReportsTo = m.EmployeeId WHERE m.FirstName = 'Steve' AND m.LastName = 'Johnson';",False,True
chinook,SELECT Name FROM Track WHERE Composer = 'AC/DC';,"SELECT DISTINCT C.FirstName, C.LastName FROM Customer C JOIN Invoice I ON C.CustomerId = I.CustomerId JOIN InvoiceLine IL ON I.InvoiceId = IL.InvoiceId JOIN Track T ON IL.TrackId = T.TrackId JOIN Album A ON T.AlbumId = A.AlbumId JOIN Artist AR ON A.ArtistId = AR.ArtistId WHERE AR.Name = 'AC/DC';",False,True
chinook,SELECT COUNT(*) FROM Playlist;,SELECT COUNT(*) FROM Playlist;,True,True
chinook,SELECT CustomerId FROM Customer WHERE Country = 'USA' AND CustomerId IN (SELECT CustomerId FROM Invoice GROUP BY CustomerId HAVING SUM(Total) > 30);,"SELECT C.FirstName, C.LastName, SUM(I.Total) as TotalSpent FROM Customer C JOIN Invoice I ON C.CustomerId = I.CustomerId WHERE C.Country = 'USA' AND I.Total > 30 GROUP BY C.CustomerId ORDER BY TotalSpent DESC;",False,True
chinook,"SELECT t.Name, a.Title FROM Track t JOIN Album a ON t.AlbumId = a.AlbumId;","SELECT T.Name AS TrackName, A.Title AS AlbumTitle FROM Track T INNER JOIN Album A ON T.AlbumId = A.AlbumId;",False,True
chinook,"SELECT FirstName, LastName FROM Employee ORDER BY HireDate DESC LIMIT 1;","SELECT FirstName, LastName, HireDate FROM Employee ORDER BY HireDate DESC LIMIT 1;",False,False
chinook,"SELECT InvoiceId, Total FROM Invoice WHERE Total > (SELECT AVG(Total) FROM Invoice);",SELECT Invoice.InvoiceId FROM Invoice WHERE Total > (SELECT AVG(Total) FROM Invoice);,False,False
chinook,SELECT Name FROM Track WHERE Name LIKE '%Love%';,SELECT Name FROM Track WHERE Name LIKE '%love%';,True,True
chinook,SELECT DISTINCT c.CustomerId FROM Customer c JOIN Invoice i ON c.CustomerId = i.CustomerId JOIN InvoiceLine il ON i.InvoiceId = il.InvoiceId JOIN Track t ON il.TrackId = t.TrackId WHERE t.Composer = 'Queen';,"SELECT DISTINCT Customer.FirstName, Customer.LastName FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId JOIN InvoiceLine ON Invoice.InvoiceId = InvoiceLine.InvoiceId JOIN Track ON InvoiceLine.TrackId = Track.TrackId JOIN Artist ON Track.AlbumId = Album.AlbumId WHERE Artist.Name = 'Queen';",False,False
chinook,SELECT Name FROM MediaType;,SELECT Name FROM MediaType;,True,True
chinook,SELECT City FROM Customer GROUP BY City ORDER BY COUNT(*) DESC LIMIT 1;,"SELECT City, COUNT(*) as NumCustomers FROM Customer GROUP BY City ORDER BY NumCustomers DESC LIMIT 1;",False,False
chinook,"SELECT FirstName, LastName FROM Employee WHERE ReportsTo IS NOT NULL;","SELECT FirstName, LastName FROM Employee WHERE ReportsTo IS NULL;",False,False
chinook,SELECT SUM(Milliseconds)/60000.0 FROM Track;,SELECT SUM(CAST(Milliseconds AS FLOAT)/60000) as TotalMinutes FROM Track;,False,True
chinook,SELECT COUNT(*) FROM PlaylistTrack WHERE PlaylistId = (SELECT PlaylistId FROM Playlist WHERE Name = 'Rock');,SELECT COUNT(*) FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId WHERE Genre.Name = 'Rock';,False,True
chinook,SELECT CustomerId FROM Invoice GROUP BY CustomerId HAVING COUNT(*) > 2;,"SELECT Customer.FirstName, Customer.LastName FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId HAVING COUNT(Invoice.InvoiceId) > 2;",False,False
chinook,SELECT AlbumId FROM Track GROUP BY AlbumId HAVING COUNT(*) > 15;,SELECT Album.Title FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.Title HAVING COUNT(Track.TrackId) > 15;,False,False
chinook,"SELECT FirstName, LastName FROM Customer WHERE City LIKE 'L%';","SELECT FirstName, LastName, City FROM Customer WHERE City LIKE 'L%';",False,False
