sql_idx,predicted_sql,ground_truth_sql,tp,fp,fn,precision,recall,f1
10,SELECT name FROM battle WHERE (bulgarian_commander = 'Kaloyan' AND latin_commander = 'Baldwin I') ORDER DISTINCT name,select name from battle where bulgarian_commander  =  'kaloyan' and latin_commander  =  'baldwin i',0,0,0,0,0,0
11,SELECT COUNT(DISTINCT result) FROM battle,select count(distinct result) from battle,1,0,0,1.0,1.0,1.0
12,SELECT COUNT(*) FROM battle WHERE NOT EXISTS ( SELECT 1 FROM ship WHERE battle.id = ship.lost_in_battle AND tonnage = '225' ),select count(*) from battle where id not in ( select lost_in_battle from ship where tonnage  =  '225' );,1,0,0,1.0,1.0,1.0
13,"SELECT name, date FROM battle WHERE id IN ( SELECT id FROM ship WHERE name IN ('Lettice', 'HMS Atalanta') AND disposition_of_ship = 'Lost' )","select t1.name ,  t1.date from battle as t1 join ship as t2 on t1.id  =  t2.lost_in_battle where t2.name  =  'lettice' intersect select t1.name ,  t1.date from battle as t1 join ship as t2 on t1.id  =  t2.lost_in_battle where t2.name  =  'hms atalanta'",0,0,0,1.0,1.0,1.0
14,"SELECT name, result, bulgarian_commander FROM battle WHERE id NOT IN ( SELECT battle_id FROM ship WHERE lost_in_battle IS NOT NULL AND location LIKE '%English Channel%' ) ORDER BY date;","select name ,  result ,  bulgarian_commander from battle except select t1.name ,  t1.result ,  t1.bulgarian_commander from battle as t1 join ship as t2 on t1.id  =  t2.lost_in_battle where t2.location  =  'english channel'",0,0,0,0,0,0
15,SELECT note FROM death WHERE note LIKE '%East %';,select note from death where note like '%east%',1,0,0,1.0,1.0,1.0
16,SELECT COUNT(*) FROM continents,select count(*) from continents;,1,0,0,1.0,1.0,1.0
17,SELECT COUNT(*) FROM continents,select count(*) from continents;,1,0,0,1.0,1.0,1.0
18,"SELECT c.ContId, c.Continent, COUNT(*) as CountryCount FROM continents c JOIN countries co ON c.ContId = co.Continent GROUP BY c.ContId, c.Continent ORDER BY c.ContId;","select t1.contid ,  t1.continent ,  count(*) from continents as t1 join countries as t2 on t1.contid  =  t2.continent group by t1.contid;",15,0,0,1.0,1.0,1.0
19,"SELECT ContId, Continent, COUNT(*) as NumCountries FROM continents JOIN countries ON continents.ContId = countries.Continent GROUP BY continents.ContId, continents.Continent ORDER BY continents.ContId","select t1.contid ,  t1.continent ,  count(*) from continents as t1 join countries as t2 on t1.contid  =  t2.continent group by t1.contid;",0,0,0,0,0,0
20,SELECT COUNT(*) FROM countries,select count(*) from countries;,1,0,0,1.0,1.0,1.0
21,SELECT COUNT(*) FROM countries,select count(*) from countries;,1,0,0,1.0,1.0,1.0
22,"SELECT m.FullName, c.Model, COUNT(*) as NumModels FROM car_makers m JOIN model_list c ON m.Id = c.Maker GROUP BY m.Id, c.Model ORDER BY m.Id;","select t1.fullname ,  t1.id ,  count(*) from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id;",17,62,48,0.21518987341772153,0.26153846153846155,0.23611111111111116
23,"SELECT c.Id, c.FullName, COUNT(*) as NumModels FROM car_makers c JOIN countries co ON c.Country = co.CountryName GROUP BY c.Id, c.FullName ORDER BY NumModels DESC;","select t1.fullname ,  t1.id ,  count(*) from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id;",0,0,22,0,0.0,0
24,SELECT Model FROM car_names JOIN cars_data ON car_names.MakeId = cars_data.Id ORDER BY Horsepower ASC LIMIT 1;,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.horsepower asc limit 1;,1,0,0,1.0,1.0,1.0
25,SELECT Model FROM car_names JOIN cars_data ON car_names.MakeId = cars_data.Id ORDER BY Horsepower ASC LIMIT 1;,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.horsepower asc limit 1;,1,0,0,1.0,1.0,1.0
26,SELECT Model FROM cars_data WHERE Weight < ( SELECT AVG(Weight) FROM cars_data ),select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t2.weight  <  (select avg(weight) from cars_data),0,0,0,0,0,0
27,"SELECT c.Id, c.Weight, AVG(c.Weight) as AvgWeight FROM cars_data c GROUP BY c.Id HAVING Weight < (SELECT AVG(Weight) FROM cars_data) ORDER BY Weight ASC LIMIT 1;",select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t2.weight  <  (select avg(weight) from cars_data),0,3,230,0.0,0.0,0
28,SELECT DISTINCT m.Maker FROM car_names c JOIN cars_data d ON c.MakeId = d.Id JOIN model_list m ON d.ModelId = m.Model WHERE Year = 1970;,select distinct t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model join cars_data as t4 on t3.makeid  =  t4.id where t4.year  =  '1970';,0,0,0,0,0,0
29,SELECT DISTINCT Make FROM cars_data WHERE Year = 1970;,select distinct t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model join cars_data as t4 on t3.makeid  =  t4.id where t4.year  =  '1970';,0,0,0,0,0,0
30,"SELECT m.Maker, c.Year FROM cars_data c JOIN car_names n ON c.Id = n.MakeId JOIN model_list ml ON n.Model = ml.Model JOIN car_makers m ON ml.Country = m.Country ORDER BY Year ASC LIMIT 1;","select t2.make ,  t1.year from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.year  =  (select min(year) from cars_data);",0,0,0,0,0,0
31,"SELECT Make, MIN(Year) FROM cars_data GROUP BY Make ORDER BY MIN(Year) LIMIT 1;","select t2.make ,  t1.year from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.year  =  (select min(year) from cars_data);",0,0,0,0,0,0
32,SELECT DISTINCT Model FROM cars_data WHERE Year > 1980;,select distinct t1.model from model_list as t1 join car_names as t2 on t1.model  =  t2.model join cars_data as t3 on t2.makeid  =  t3.id where t3.year  >  1980;,0,0,0,0,0,0
33,SELECT m.Model FROM model_list m INNER JOIN car_names c ON m.Model = c.Model INNER JOIN cars_data cd ON c.Make = cd.Make WHERE cd.Year > 1980 ORDER BY cd.Year,select distinct t1.model from model_list as t1 join car_names as t2 on t1.model  =  t2.model join cars_data as t3 on t2.makeid  =  t3.id where t3.year  >  1980;,0,0,0,0,0,0
34,"SELECT continents.Continent, COUNT(*) as NumMakers FROM continents JOIN countries ON continents.ContId = countries.Continent JOIN car_makers ON countries.CountryId = car_makers.Country GROUP BY continents.Continent ORDER BY continents.Continent;","select t1.continent ,  count(*) from continents as t1 join countries as t2 on t1.contid  =  t2.continent join car_makers as t3 on t2.countryid  =  t3.country group by t1.continent;",6,0,0,1.0,1.0,1.0
35,"SELECT continents.Continent, COUNT(DISTINCT car_makers.Country) as NumMakers FROM continents JOIN countries ON continents.ContId = countries.Continent JOIN car_makers ON countries.CountryId = car_makers.Country GROUP BY continents.Continent;","select t1.continent ,  count(*) from continents as t1 join countries as t2 on t1.contid  =  t2.continent join car_makers as t3 on t2.countryid  =  t3.country group by t1.continent;",3,3,3,0.5,0.5,0.5
36,SELECT countries.CountryName FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country GROUP BY countries.CountryName ORDER BY COUNT(*) DESC LIMIT 1,select t2.countryname from car_makers as t1 join countries as t2 on t1.country  =  t2.countryid group by t1.country order by count(*) desc limit 1;,1,0,0,1.0,1.0,1.0
37,"SELECT countries.CountryName FROM countries JOIN ( SELECT COUNT(*) as num_makers, CountryId FROM car_makers GROUP BY CountryId ORDER BY num_makers DESC LIMIT 1 ) as top_makers ON countries.CountryId = top_makers.CountryId",select t2.countryname from car_makers as t1 join countries as t2 on t1.country  =  t2.countryid group by t1.country order by count(*) desc limit 1;,0,0,0,0,0,0
38,"SELECT COUNT(*) as NumModels, car_makers.FullName FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id, car_makers.FullName ORDER BY NumModels DESC","select count(*) ,  t2.fullname from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;",16,28,28,0.36363636363636365,0.36363636363636365,0.36363636363636365
39,"SELECT m.Id, m.FullName, COUNT(*) as NumModels FROM car_makers m JOIN model_list ml ON m.Id = ml.Maker GROUP BY m.Id, m.FullName ORDER BY NumModels DESC","select count(*) ,  t2.fullname ,  t2.id from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;",21,45,45,0.3181818181818182,0.3181818181818182,0.3181818181818182
40,SELECT Accelerate FROM cars_data WHERE Make = 'amc' AND Model = 'hornet sportabout ( sw )';,select t1.accelerate from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t2.make  =  'amc hornet sportabout (sw)';,0,0,0,0,0,0
41,SELECT Accelerate FROM cars_data WHERE Model = 'amc hornet sportabout sw';,select t1.accelerate from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t2.make  =  'amc hornet sportabout (sw)';,0,0,0,0,0,0
42,SELECT COUNT(*) FROM car_makers WHERE Country = 'France';,select count(*) from car_makers as t1 join countries as t2 on t1.country  =  t2.countryid where t2.countryname  =  'france';,0,1,1,0.0,0.0,0
43,SELECT COUNT(*) FROM car_makers WHERE Country = 'France';,select count(*) from car_makers as t1 join countries as t2 on t1.country  =  t2.countryid where t2.countryname  =  'france';,0,1,1,0.0,0.0,0
44,SELECT COUNT(*) FROM car_names WHERE Country = 'USA',select count(*) from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id join countries as t3 on t2.country  =  t3.countryid where t3.countryname  =  'usa';,0,0,0,0,0,0
45,SELECT COUNT(*) FROM car_names WHERE Country = 'United States';,select count(*) from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id join countries as t3 on t2.country  =  t3.countryid where t3.countryname  =  'usa';,0,0,0,0,0,0
46,SELECT AVG(MPG) as avg_mpg FROM cars_data WHERE Cylinders = 4;,select avg(mpg) from cars_data where cylinders  =  4;,1,0,0,1.0,1.0,1.0
47,SELECT AVG(MPG) as avg_mpg_4_cylinders FROM cars_data WHERE Cylinders = 4;,select avg(mpg) from cars_data where cylinders  =  4;,1,0,0,1.0,1.0,1.0
48,SELECT Weight FROM cars_data WHERE Cylinders = 8 AND Year = 1974 ORDER BY Weight ASC LIMIT 1;,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,1,0,0,1.0,1.0,1.0
49,SELECT MIN(Weight) FROM cars_data WHERE Cylinders = 8 AND Year = 1974;,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,1,0,0,1.0,1.0,1.0
50,SELECT DISTINCT Maker FROM car_makers,"select maker ,  model from model_list;",2,20,56,0.09090909090909091,0.034482758620689655,0.05
51,"SELECT m.Maker, m.FullName, c.Model FROM car_makers m JOIN model_list c ON m.Id = c.Maker ORDER BY m.FullName, c.Model","select maker ,  model from model_list;",3,102,69,0.02857142857142857,0.041666666666666664,0.03389830508474576
52,"SELECT c.CountryName, c.CountryId FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country GROUP BY c.CountryName, c.CountryId HAVING COUNT(*) > 0 ORDER BY c.CountryName;","select t1.countryname ,  t1.countryid from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >=  1;",8,8,8,0.5,0.5,0.5
53,"SELECT countries.CountryName, countries.CountryId FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country GROUP BY countries.CountryName, countries.CountryId HAVING COUNT(*) > 0;","select t1.countryname ,  t1.countryid from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >=  1;",8,8,8,0.5,0.5,0.5
54,SELECT COUNT(*) FROM cars_data WHERE Horsepower > '150';,select count(*) from cars_data where horsepower  >  150;,1,0,0,1.0,1.0,1.0
55,SELECT COUNT(*) FROM cars_data WHERE Horsepower > '150';,select count(*) from cars_data where horsepower  >  150;,1,0,0,1.0,1.0,1.0
56,"SELECT Year, AVG(Weight) as AvgWeight FROM cars_data GROUP BY Year;","select avg(weight) ,  year from cars_data group by year;",26,0,0,1.0,1.0,1.0
57,"SELECT Year, AVG(Weight) as AvgWeight, AVG(Year) as AvgYear FROM cars_data GROUP BY Year ORDER BY Year;","select avg(weight) ,  year from cars_data group by year;",39,0,0,1.0,1.0,1.0
58,"SELECT c.Name as CountryName, cm.Maker FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country GROUP BY c.Name, cm.Maker HAVING (SELECT COUNT(*) FROM car_makers cm2 WHERE cm2.Country = c.Country) >= 3 ORDER BY CountryName;",select t1.countryname from countries as t1 join continents as t2 on t1.continent  =  t2.contid join car_makers as t3 on t1.countryid  =  t3.country where t2.continent  =  'europe' group by t1.countryname having count(*)  >=  3;,0,0,0,0,0,0
59,SELECT c.CountryName FROM countries c JOIN car_makers m ON c.CountryId = m.Country GROUP BY c.CountryName HAVING ( SELECT COUNT(*) FROM car_makers WHERE Country = c.CountryName GROUP BY Country HAVING COUNT(*) > 2 ) > 0 AND c.CountryName LIKE '%Europe%' ORDER BY c.CountryName;,select t1.countryname from countries as t1 join continents as t2 on t1.continent  =  t2.contid join car_makers as t3 on t1.countryid  =  t3.country where t2.continent  =  'europe' group by t1.countryname having count(*)  >=  3;,0,0,2,0,0.0,0
60,"SELECT Make, MAX(Horsepower) as Max_Horsepower FROM cars_data WHERE Cylinders = 3 GROUP BY Make ORDER BY Max_Horsepower DESC LIMIT 1;","select t2.horsepower ,  t1.make from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t2.cylinders  =  3 order by t2.horsepower desc limit 1;",0,0,0,0,0,0
61,"SELECT Make, MAX(Horsepower) as Max_Horsepower FROM cars_data WHERE Cylinders = 3 GROUP BY Make ORDER BY Max_Horsepower DESC LIMIT 1","select t2.horsepower ,  t1.make from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t2.cylinders  =  3 order by t2.horsepower desc limit 1;",0,0,0,0,0,0
62,"SELECT Model, AVG(MPG) as avg_mpg FROM cars_data GROUP BY Model ORDER BY avg_mpg DESC LIMIT 1;",select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;,0,0,0,0,0,0
63,SELECT Model FROM cars_data ORDER BY MPG DESC LIMIT 1;,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;,0,0,0,0,0,0
64,SELECT AVG(Horsepower) as AvgHorsepower FROM cars_data WHERE Year < 1980;,select avg(horsepower) from cars_data where year  <  1980;,1,0,0,1.0,1.0,1.0
65,SELECT AVG(Horsepower) as AvgHorsepower FROM cars_data WHERE Year < 1980;,select avg(horsepower) from cars_data where year  <  1980;,1,0,0,1.0,1.0,1.0
66,SELECT AVG(Edispl) as avg_edispl FROM cars_data WHERE Model = 'volvo';,select avg(t2.edispl) from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t1.model  =  'volvo';,0,0,0,0,0,0
67,SELECT AVG(Edispl) as Avg_Edispl FROM cars_data WHERE Make = 'Volvo';,select avg(t2.edispl) from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t1.model  =  'volvo';,0,0,0,0,0,0
68,"SELECT Cylinders, MAX(Accelerate) as MaxAccelerate FROM cars_data GROUP BY Cylinders ORDER BY Cylinders","select max(accelerate) ,  cylinders from cars_data group by cylinders;",10,0,0,1.0,1.0,1.0
69,SELECT MAX(accelerate) as max_accelerate FROM cars_data GROUP BY Cylinders,"select max(accelerate) ,  cylinders from cars_data group by cylinders;",5,0,5,1.0,0.5,0.6666666666666666
70,"SELECT Model, COUNT(*) as NumCars FROM car_names JOIN cars_data ON car_names.MakeId = cars_data.Id GROUP BY Model ORDER BY NumCars DESC LIMIT 1",select model from car_names group by model order by count(*) desc limit 1;,1,1,0,0.5,1.0,0.6666666666666666
71,"SELECT Model, COUNT(*) as Num_Versions FROM model_list GROUP BY Model ORDER BY Num_Versions DESC LIMIT 1",select model from car_names group by model order by count(*) desc limit 1;,0,2,1,0.0,0.0,0
72,SELECT COUNT(*) FROM cars_data WHERE Cylinders > 4,select count(*) from cars_data where cylinders  >  4;,1,0,0,1.0,1.0,1.0
73,SELECT COUNT(*) FROM cars_data WHERE Cylinders > 4,select count(*) from cars_data where cylinders  >  4;,1,0,0,1.0,1.0,1.0
74,SELECT COUNT(*) FROM cars_data WHERE Year = 1980;,select count(*) from cars_data where year  =  1980;,1,0,0,1.0,1.0,1.0
75,SELECT COUNT(*) FROM cars_data WHERE Year = 1980;,select count(*) from cars_data where year  =  1980;,1,0,0,1.0,1.0,1.0
76,SELECT COUNT(*) FROM model_list WHERE Maker = (SELECT Id FROM car_makers WHERE FullName = 'American Motor Company');,select count(*) from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker where t1.fullname  =  'american motor company';,0,1,1,0.0,0.0,0
77,SELECT COUNT(*) FROM model_list WHERE Maker = (SELECT Id FROM car_makers WHERE FullName = 'American Motor Company'),select count(*) from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker where t1.fullname  =  'american motor company';,0,1,1,0.0,0.0,0
78,"SELECT car_makers.FullName, car_makers.Id FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id HAVING COUNT(*) > 3;","select t1.fullname ,  t1.id from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >  3;",4,0,0,1.0,1.0,1.0
79,"SELECT car_makers.Id, car_makers.Maker FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id, car_makers.Maker HAVING COUNT(*) > 3;","select t1.fullname ,  t1.id from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >  3;",2,2,2,0.5,0.5,0.5
80,SELECT Model FROM car_names INNER JOIN cars_data ON car_names.MakeId = cars_data.Id INNER JOIN car_makers ON cars_data.Id = car_makers.Id WHERE (FullName = 'General Motors' OR FullName = 'General Motors Corporation') AND Weight > 3500 ORDER BY Model,select distinct t2.model from car_names as t1 join model_list as t2 on t1.model  =  t2.model join car_makers as t3 on t2.maker  =  t3.id join cars_data as t4 on t1.makeid  =  t4.id where t3.fullname  =  'general motors' or t4.weight  >  3500;,0,0,13,0,0.0,0
81,SELECT m.Model FROM model_list m JOIN car_makers c ON m.Maker = c.Id WHERE (c.FullName = 'General Motors' OR m.Weight > 3500) ORDER BY m.Model,select distinct t2.model from car_names as t1 join model_list as t2 on t1.model  =  t2.model join car_makers as t3 on t2.maker  =  t3.id join cars_data as t4 on t1.makeid  =  t4.id where t3.fullname  =  'general motors' or t4.weight  >  3500;,0,0,0,0,0,0
82,SELECT Year FROM cars_data WHERE Weight BETWEEN 3000 AND 4000;,select distinct year from cars_data where weight between 3000 and 4000;,1,106,12,0.009345794392523364,0.07692307692307693,0.016666666666666666
83,SELECT Year FROM cars_data WHERE Weight < 4000 UNION ALL SELECT Year FROM cars_data WHERE Weight > 3000,select distinct year from cars_data where weight between 3000 and 4000;,1,512,12,0.001949317738791423,0.07692307692307693,0.0038022813688212923
84,SELECT HORSEPOWER FROM cars_data ORDER BY ACCELERATE DESC LIMIT 1,select t1.horsepower from cars_data as t1 order by t1.accelerate desc limit 1;,1,0,0,1.0,1.0,1.0
85,SELECT HORSEPOWER FROM cars_data ORDER BY ACCELERATE DESC LIMIT 1;,select t1.horsepower from cars_data as t1 order by t1.accelerate desc limit 1;,1,0,0,1.0,1.0,1.0
86,SELECT Cylinders FROM cars_data WHERE Make = 'volvo' ORDER BY Accelerate ASC LIMIT 1;,select t1.cylinders from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t2.model  =  'volvo' order by t1.accelerate asc limit 1;,0,0,0,0,0,0
87,SELECT Cylinders FROM cars_data WHERE Model = 'volvo' ORDER BY Accelerate ASC LIMIT 1;,select t1.cylinders from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t2.model  =  'volvo' order by t1.accelerate asc limit 1;,0,0,0,0,0,0
88,SELECT COUNT(*) FROM cars_data WHERE Accelerate > ( SELECT MAX(Accelerate) FROM cars_data WHERE Horsepower = ( SELECT MAX(Horsepower) FROM cars_data ) );,select count(*) from cars_data where accelerate  >  ( select accelerate from cars_data order by horsepower desc limit 1 );,0,1,1,0.0,0.0,0
89,SELECT COUNT(*) FROM cars_data WHERE Accelerate > ( SELECT MAX(Accelerate) FROM cars_data ),select count(*) from cars_data where accelerate  >  ( select accelerate from cars_data order by horsepower desc limit 1 );,0,1,1,0.0,0.0,0
90,"SELECT COUNT(DISTINCT c.CountryName) as num_countries FROM countries c JOIN ( SELECT CountryId, COUNT(*) as num_makers FROM car_makers GROUP BY CountryId HAVING num_makers > 2 ) cm ON c.CountryId = cm.CountryId",select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,0,0,0,0,0,0
91,"SELECT COUNT(DISTINCT c.CountryName) as num_countries FROM countries c JOIN ( SELECT CountryId, COUNT(*) as num_makers FROM car_makers GROUP BY CountryId HAVING num_makers > 2 ) cm ON c.CountryId = cm.CountryId;",select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,0,0,0,0,0,0
92,SELECT COUNT(*) FROM cars_data WHERE Cylinders > 6,select count(*) from cars_data where cylinders  >  6;,1,0,0,1.0,1.0,1.0
93,SELECT COUNT(*) FROM cars_data WHERE Cylinders > 6;,select count(*) from cars_data where cylinders  >  6;,1,0,0,1.0,1.0,1.0
94,"SELECT Model, MAX(Horsepower) FROM cars_data WHERE Cylinders = 4 GROUP BY Model ORDER BY MAX(Horsepower) DESC LIMIT 1;",select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t2.cylinders  =  4 order by t2.horsepower desc limit 1;,0,0,0,0,0,0
95,SELECT Model FROM cars_data WHERE Cylinders = 4 ORDER BY Horsepower DESC LIMIT 1;,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t2.cylinders  =  4 order by t2.horsepower desc limit 1;,0,0,0,0,0,0
96,"SELECT c.MakeId, c.Make FROM cars_data c JOIN car_names n ON c.Id = n.MakeId JOIN model_list m ON n.Model = m.Model JOIN car_makers makers ON m.Country = countries.CountryName JOIN countries continents ON makers.Country = continents.Continent WHERE Horsepower > ( SELECT MIN(Horsepower) FROM cars_data ) AND Cylinders <= 3 ORDER BY Horsepower DESC","select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <=  3;",0,0,0,0,0,0
97,"SELECT MakeId, Model FROM cars_data INNER JOIN car_names ON cars_data.Id = car_names.MakeId WHERE Horsepower < ( SELECT MIN(Horsepower) FROM cars_data ) AND Cylinders < 4 ORDER BY MakeId, Model;","select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;",0,0,3,0,0.0,0
98,SELECT MAX(MPG) as MaxMPG FROM cars_data WHERE Cylinders = 8 OR Year < 1980,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,1,0,0,1.0,1.0,1.0
99,SELECT MAX(MPG) FROM cars_data WHERE (Cylinders = 8 OR Year < 1980),select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,1,0,0,1.0,1.0,1.0
100,SELECT Model FROM model_list JOIN car_names ON model_list.Model = car_names.Model JOIN cars_data ON car_names.Make = cars_data.Make WHERE Maker NOT IN (SELECT Maker FROM car_makers WHERE Country = (SELECT CountryName FROM countries WHERE Continent = 'North America' AND CountryName = 'United States')) AND Weight < 3500 ORDER BY Model,select distinct t1.model from model_list as t1 join car_names as t2 on t1.model  =  t2.model join cars_data as t3 on t2.makeid  =  t3.id join car_makers as t4 on t1.maker  =  t4.id where t3.weight  <  3500 and t4.fullname != 'ford motor company';,0,0,0,0,0,0
101,SELECT m.Model FROM car_names cn JOIN car_makers cm ON cn.MakeId = cm.Id JOIN model_list ml ON cm.Id = ml.Maker JOIN cars_data cd ON ml.Model = cd.Id WHERE cd.Weight < 3500 AND cm.Country != 'United States' AND cm.Country != 'Canada' AND cm.Country != 'Mexico' AND cm.Country != 'United Kingdom' AND cm.Country != 'Ireland' AND cm.Country != 'Germany' AND cm.Country != 'France' AND cm.Country != 'Italy' AND cm.Country != 'Spain' AND cm.Country != 'Sweden' AND cm.Country != 'Belgium' AND cm.Country != 'Netherlands' AND cm.Country != 'Switzerland' AND cm.Country != 'Austria' AND cm.Country != 'Denmark' AND cm.Country != 'Finland' AND cm.Country != 'Norway' AND cm.Country != 'Poland' AND cm.Country != 'Czech Republic' AND cm.Country != 'Slovakia' AND cm.Country != 'Hungary' AND cm.Country != 'Slovenia' AND cm.Country != 'Croatia' AND cm.Country != 'Bulgaria' AND cm.Country != 'Romania' AND cm.Country != 'Serbia' AND cm.Country != 'Bosnia and Herzegovina' AND cm.Country != 'Montenegro' AND cm.Country != 'Albania' AND cm.Country != 'Moldova' AND cm.Country != 'Ukraine' AND cm.Country != 'Belarus' AND cm.Country != 'Russia' AND cm.Country != 'Georgia' AND cm.Country != 'Armenia' AND cm.Country != 'Azerbaijan' AND cm.Country != 'Turkey' AND cm.Country != 'Iran' AND cm.Country != 'Iraq',select distinct t1.model from model_list as t1 join car_names as t2 on t1.model  =  t2.model join cars_data as t3 on t2.makeid  =  t3.id join car_makers as t4 on t1.maker  =  t4.id where t3.weight  <  3500 and t4.fullname != 'ford motor company';,0,0,0,0,0,0
